뉴스제목,주가변동
"21일, 거래소 외국인 순매도상위에 화학 업종 6종목",0
"21일, 거래소 기관 순매수상위에 화학 업종 2종목",0
"21일, 거래소 외국인 순매수상위에 운수장비 업종 4종목",0
"에스엔텍, 최대주주 바젠으로 변경",0
오늘의 재운,0
유형별 펀드 자금 동향(8월 20일),0
"현진소재, 150억원 규모 전환사채 발행",0
"뉴욕증시, 파월 잭슨홀 연설 대기 상승 출발",0
"키움운용 ""한전, 투자금 돌려달라""..2심서도 ""키움의 판단 잘못""",0
"지소미아 종료에 시장 긴장..""증시급락 전망 vs 악재 선반영""",0
"SNK, 100억원 규모 자기주식 취득 결정",0
"액토즈소프트 ""홍콩종속회사, 해외 게임개발사 지분 취득""",0
"""두올산업 불성실공시법인 지정..23일 주권매매거래 정지""",0
"""한류타임즈, 불성실공시법인 지정..상장적격성 실질심사 사유""",0
"잘 나가던 휠라코리아, 공매도와의 전쟁 시작됐나",0
한류AI센터 불성실공시법인 지정,0
한류타임즈 불성실공시법인 지정,0
장 마감 후 기업공시,0
두올산업 거래정지,0
"맥쿼리자산운용, 새 대표에 서범식 이사 선임",0
아시아 주요 증시 동향(8월 22일),0
"롯데케미칼, 롯데첨단소재와 소규모 합병",0
22일 장 마감 후 주요 종목뉴스,0
싱가포르 기업 인수금융 성공.. '원 신한' GIB 통했다,0
"세아홀딩스 ""자회사, 스코트랜드 자산운용관리회사 지분 취득""",0
"메디포스트, 종속회사 뉴모스템 美FDA 패스트트랙 지정",0
"22일, 코스닥 기관 순매도상위에 반도체 업종 6종목",0
"22일, 코스닥 외국인 순매도상위에 제약 업종 3종목",0
"22일, 기관 코스닥에서 코윈테크(+8.54%), 엘앤에프(+3.39%) 등 순매수",0
"22일, 기관 거래소에서 SK하이닉스(-2.64%), 삼성전자(-1.01%) 등 순매도",0
"22일, 외국인 코스닥에서 케이엠더블유(+3.19%), 동진쎄미켐(-1.38%) 등 순매수",0
"22일, 외국인 거래소에서 휠라코리아(+3.02%), 셀트리온(-2.56%) 등 순매도",0
"22일, 기관 거래소에서 휠라코리아(+3.02%), KODEX 200(-0.79%) 등 순매수",0
"22일, 거래소 외국인 순매수상위에 서비스업 업종 5종목",0
"스타모빌리티, 자회사 스타마스 흡수합병 결정",0
"거래소 ""레드로버, 상장적격성 실질심사 대상 결정""",0
"아리온, 주당 200원→500원 주식병합 결정",0
"뉴욕증시, 中 보복 관세 방침 발표 하락 출발",0
코스닥 상승 덕에 레버리지ETF 수익률 '점프',0
"반격 나선 중국, 750억달러 규모 美수입품에 보복관세(종합)",0
"반격 나선 중국, 750억달러 규모 美 제품에 보복관세",0
"""중국, '10% 추가관세 강행' 美에 보복 조치 공개할 것""",0
"무디스 ""韓 올해 성장률 2.0%로 하향..홍콩·싱가포르·인도도 낮춰""",0
"""구글 능가하는 글로벌챔피언 만들자"" EU, 1000억유로 국부펀드 추진",0
장 마감 후 기업공시,0
아시아 주요 증시 동향(8월 23일),0
"유지인트, 최대주주 변경",0
"쿠첸, 자사주 처분 결정",0
"태웅, 최대주주 변경",0
"23일, 코스닥 기관 순매도상위에 IT부품 업종 4종목",0
"23일, 외국인 코스닥에서 테고사이언스(-5.97%), 셀트리온헬스케어(-1.44%) 등 순매도",0
"23일, 기관 코스닥에서 RFHIC(+10.88%), 엘앤에프(+5.53%) 등 순매수",0
"23일, 코스닥 외국인 순매수상위에 통신장비 업종 5종목",0
"23일, 거래소 기관 순매도상위에 서비스업 업종 5종목",0
"23일, 외국인 거래소에서 휠라코리아(+0.92%), 삼성전자(-0.23%) 등 순매도",0
"23일, 기관 거래소에서 삼성전자(-0.23%), 휠라코리아(+0.92%) 등 순매수",0
"23일, 거래소 외국인 순매수상위에 운수장비 업종 6종목",0
23일 장 마감 후 주요 종목뉴스,0
LG CNS 매각 예비입찰에 스틱 등 글로벌 PEF 참여,0
투자주체별 매매동향(8월 23일-최종치),0
"이동우 롯데하이마트 대표, 자사주 6,000주 매입",0
코스닥 기관·외국인·개인 순매수·도 상위종목(8월 23일-최종치),0
유가증권 기관·외국인·개인 순매수·도 상위종목(8월 23일-최종치),0
"쿠첸, 자사주 1만여주 처분 결정",0
"아세아텍, 주당 50원 현금배당 결정",0
日증시 상승 마감..닛케이 20710.91(+0.40%),0
"에스엔텍, 주당 1주 무상증자 결정",0
(28일) 헬릭스미,0
(28일) 휠라코리아 등,0
(28일) 기업은행 등,0
(28일) 좋은사람들,0
"뉴욕증시, 美금리 역전·브렉시트 불안 하락 출발",0
"한국회계기준원, 개원 20주년 기념 세미나",0
"美 MBA 주택융자 신청지수, 전주 대비 6.2%↓",0
"모다, 상장폐지 가처분결정 취소에 항고..정리매매 보류",0
"'초단타 매매'로 제재받은 메릴린치, 거래소에 이의제기",0
아시아 주요 증시 동향(8월 28일),0
장 마감 후 기업공시,0
'초저금리 시대' 은행株 주가는 무너져도 실적은 '거뜬',0
"모다, 상장폐지 가처분결정 취소에 항고..정리매매 보류",0
"한진칼 ""KCGI 측 검사인 선임 신청 내용 변경""",0
"증권금융 꿈나눔재단, 몽골 빈곤가정 지원 활동",0
예탁결제원-기업은행 '상생금융' 협약 체결,0
"""이마트 등급전망 '부정적' 하향""",0
투자주체별 매매동향(8월 28일-최종치),0
"메릴린치, 한국거래소에 '허수성 주문' 제재 이의제기",0
"28일, 코스닥 기관 순매도상위에 통신장비 업종 5종목",0
코스닥 기관·외국인·개인 순매수·도 상위종목(8월 28일-최종치),0
"28일, 코스닥 외국인 순매도상위에 반도체 업종 5종목",0
"28일, 기관 코스닥에서 셀트리온헬스케어(+10.49%), 헬릭스미스(+4.55%) 등 순매수",0
"28일, 외국인 코스닥에서 신라젠(-19.46%), 셀트리온헬스케어(+10.49%) 등 순매수",0
"28일, 기관 거래소에서 KODEX 200선물인버스2X(-1.8%), KODEX 코스닥150선물인버스(-4.18%) 등 순매도",0
"28일, 거래소 외국인 순매도상위에 유통업 업종 5종목",0
"28일, 거래소 기관 순매수상위에 전기,전자 업종 4종목",0
"28일, 거래소 외국인 순매수상위에 서비스업 업종 5종목",0
28일 장마감 후 주요 종목 뉴스,0
"나이스신평, 이마트 등급전망 '부정적' 하향",0
"초강력 허리케인 '도리안' 바하마 강타..""긴급구호자금 지원""",0
상반기 체크카드 일평균 이용 2018년比 6.2%↑,0
"금융위, 2020년 예산 3조1000억.. 혁신금융·포용금융 집중 지원",0
"미래에셋대우, 아시아나항공 인수전 참여 검토",0
"삼성證, 獨 아마존 물류센터 2600억원에 인수",0
"삼성증권, 獨 아마존 물류센터 2600억원 인수",0
아시아 주요 증시동향(9월 2일),0
"미래애셋대우, 아시아나항공 인수전 FI 참여",0
상반기 실적호황에도 신입채용 인색한 증권사들,0
"12년 만에 외화채권..SK하이닉스, 5억달러 발행",0
2일 장마감 후 주요 종목 뉴스,0
장 마감 후 기업공시,0
"아이에이, 세원 경영참여 발표..주요 경영진 등기이사 선임 예정",0
"02일, 코스닥 기관 순매도상위에 IT부품 업종 4종목",0
"02일, 코스닥 외국인 순매도상위에 반도체 업종 3종목",0
"02일, 코스닥 기관 순매수상위에 반도체 업종 7종목",0
"02일, 외국인 코스닥에서 케이엠더블유(+8.72%), RFHIC(+15.62%) 등 순매수",0
"02일, 기관 거래소에서 LG화학(-2.72%), KODEX 200선물인버스2X(-0.18%) 등 순매도",0
"02일, 거래소 외국인 순매도상위에 금융업 업종 5종목",0
"02일, 기관 거래소에서 삼성전자(-0.45%), KODEX 코스닥150 레버리지(+4.56%) 등 순매수",0
"02일, 거래소 외국인 순매수상위에 서비스업 업종 4종목",0
"리켐, 300억원 규모  CB 발행 결정",0
"한신평, 롯데카드 하향검토 워치리스트 올려",0
"코리안리, 2300억 규모 신종자본증권 발행 결정",0
"리켐, 200억원 규모 제3자배정 유상증자 결정",0
투자주체별 매매동향(9월 2일-최종치),0
"코리안리, 2300억 규모 신종자본증권 발행 결정",0
코스닥 기관·외국인·개인 순매수·도 상위종목(9월 2일-최종치),0
외국인이 판 종목 그대로 기관이 샀다,0
유가증권 기관·외국인·개인 순매수·도 상위종목(9월 2일-최종치),0
(24일) 뉴파워프라즈마 등,0
(24일) 삼성중공업 등,0
"뉴욕증시, 미·중 무역협상 기대 재부상 상승 출발",0
"한국거래소, 신흥국 관계자 초청 자본시장 연수",0
"印증시 센섹스 지수, 0.02% 상승 마감",0
"홍콩 항셍지수, 0.22% 상승 마감",0
"英 대법원, ""존슨 총리 의회정회는 위법""",0
아시아 주요 증시 동향(9월 24일),0
"코오롱생명, '인보사' 허가취소 집행정지 2심도 기각",0
"장 샤레 에이치엔티 이사 ""자율주행 성공하려면 '정책 이해' 중요하죠""",0
"'임상실패, 더 이상 놀랍지 않다'..바이오株 무덤덤",0
"코스피 최장 상승 '타이'..""지나친 낙관은 금물""",0
장 마감 후 기업공시,0
"24일, 코스닥 기관 순매도상위에 반도체 업종 7종목",0
"24일, 코스닥 외국인 순매도상위에 운송장비·부품 업종 4종목",0
"24일, 기관 코스닥에서 동진쎄미켐(+6.56%), CJ ENM(-0.7%) 등 순매수",0
"24일, 코스닥 외국인 순매수상위에 반도체 업종 4종목",0
"24일, 기관 거래소에서 KODEX 코스닥150 레버리지(-6.6%), KODEX 200선물인버스2X(-1.11%) 등 순매도",0
"24일, 거래소 외국인 순매도상위에 금융업 업종 5종목",0
"24일, 거래소 기관 순매수상위에 운수장비 업종 3종목",0
"24일, 거래소 외국인 순매수상위에 운수장비 업종 3종목",0
한국캐피탈 등급전망 '긍정적' 상향..'A-' 유지,0
"타임폴리오, 공모펀드 판매 이틀만에 설정액 600억 돌파",0
24일 장 마감 후 주요 종목뉴스,0
코스피 2090선 혼조세..글로벌 경기 둔화 우려에 투자심리 흔들,0
"한국투자證, 강용석 변호사 형사고소..""PB 관련 허위사실 유포""",0
"한국투자證, 강용석 형사 고소..""허위사실 유포, 당사 비방""",0
"트루윈, 최대주주 변경 계약 해지",0
"이에스에이, 김종학프로덕션 주식 105억원에 양도 결정",0
"유바이오로직스, 콜레라 백신 생산시설 증설에 111억원 투자",0
"뉴욕증시, 무역협상 기대에도 美정국 불안 하락 출발",0
美 2분기 개인소비 4.6% 증가..예상 하회,0
美 2분기 GDP 성장률 2.0%..예상 부합,0
美 신규 실업수당 청구건수 21.3만건..예상 상회,0
"한화케미칼 사무라이본드 발행 연기에 은성수, 확대 해석 경계",0
아시아 주요 증시 동향(9월 26일),0
장 마감 후 기업공시,0
헬릭스미스 김선영 대표 회사 주식 10만주 장내매도(종합),0
"美 '우크라이나 스캔들' 내부고발자 ""증언 의사 있다"" 밝혀",0
"바이오빌, 업무상 횡령·배임 '혐의 없음' 통지",0
"26일, 코스닥 기관 순매도상위에 반도체 업종 5종목",0
"26일, 코스닥 외국인 순매도상위에 반도체 업종 5종목",0
"26일, 코스닥 기관 순매수상위에 반도체 업종 5종목",0
"""미리 알고 팔았나""..헬릭스미스 오너 일가 임상 발표 전 주식 매도",0
"26일, 외국인 코스닥에서 헬릭스미스(-9.52%), 메지온(+16.1%) 등 순매수",0
"26일, 거래소 기관 순매도상위에 화학 업종 4종목",0
"26일, 외국인 거래소에서 휠라코리아(-4.93%), 삼성전자우(0.00%) 등 순매도",0
"26일, 거래소 기관 순매수상위에 전기,전자 업종 3종목",0
"26일, 거래소 외국인 순매수상위에 전기,전자 업종 4종목",0
"은성수 ""사모펀드 투자자보호 강화의견 이해하지만, 쉽지 않다""(종합)",0
"에스모, 100억원 규모 전환사채 발행 결정",0
"우정바이오, 동탄 첨단산업단지 토지 57억원에 양수",0
"우정바이오, 동탄 첨단산업단지 토지 57억원에 양수",0
"바이오빌, 업무상 횡령·배임 '혐의 없음' 결론",0
"싸이맥스 ""인지디스플레이 주식 100억원 취득""",0
"펌텍코리아 ""부국티엔씨 주식 63억원에 추가 취득""",0
"드림시큐리티, 불성실 공시법인 미지정 결정",0
"형지I&C, 스테파넬 사업부문 영업중단",0
"에스씨디 ""경윤하이드로에너지에 62억원 배상 판결""",0
투자주체별 매매동향(9월 26일-최종치),0
"뉴욕증시, 은행주 주도 안도 랠리..4분기도 상승 출발",0
위험 숨기고 수수료만 챙겨..DLF 판매 총제적 부실,0
"SK, 7200억 자사주 매입.. 주주환원 확대",0
"WTO, 2019년 세계무역 증가 전망치 1.2%로 낮춰..""무역갈등 고조""",0
"중국 동방항공, 3000억원 규모 아리랑본드 발행",0
"하이원리조트, 아웃도어 브랜드 블랙야크와 맞손",0
"'프랑스 최대 사모펀드' 유라지오, 한국 오피스 개소",0
"SK, 7200억 규모 자사주 매입 결정..""주가 9.8%↑""",0
아시아 주요 증시 동향(10월 1일),0
"최운열 ""금감원 소비자경보 1년 넘게 방치 중..가동 중단 이유 국감서 철저히 따져묻겠다""",0
장 마감 후 기업공시,0
"파생결합증권 발행, 올 상반기는 다소 줄어",0
"""은행 KPI, 무리한 영업 유도 주원인""",0
"상장사 65%, 3분기 영업익 전망치 3개월來 낮췄다",0
"증권사들, 중형 PF로 쏠쏠한 먹거리",0
"01일, 기관 코스닥에서 엠씨넥스(-3.59%), 메지온(+8.77%) 등 순매도",0
"01일, 외국인 코스닥에서 파트론(-3.91%), 에이치엘비(+14.24%) 등 순매도",0
"01일, 기관 코스닥에서 셀트리온헬스케어(+8.73%), 에이치엘비(+14.24%) 등 순매수",0
"01일, 코스닥 외국인 순매수상위에 연구·개발 업종 5종목",0
"01일, 거래소 기관 순매도상위에 유통업 업종 4종목",0
